movie,sentence,score
영웅,정말 멋지고 한순간도 놓치기 싫었던 영화 역사를 잃은 민족에게는 미래는 없다라는 생각을 다시한번 일깨워준 영화,10
아바타: 물의 길,세시간 내내 영상미와 스토리에 감동받았어요현실을 잠깐 잊을 수 있는 영화랄까요..너무 아름다웠습니다.,10
영웅,"안중근 의사가 독립에 대한 열망이 얼마나 컸는지 알기에 더욱 감동 깊었던 영화였습니다. 나라, 가족, 사랑 모든걸 담은 영화.. 펑펑 울다왔어요 ㅠㅠ",10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",제발제발 아바타에 밀리지않고 오래 상영했으면 좋겠어요..보면서 너무 울어서 후유증 미쳐버리는데 두세번 더 영화관에서 보고싶어요..,10
올빼미,"편안한 재미, 떨리는 전개, 가슴아픈 절정 그리고 다행스런 결말 추천임당",10
영웅,애국심이 마구 마구 고취되는 감동작 입니다 ,10
쥬라기 월드: 도미니언,ㅡㅡ전작들에 비해 모든 면에서 부실함 ,6
아바타: 물의 길,"아바타1과 전혀 다를거 없는 여전한 CG떡칠, 거기다 더해진 최악의 배우들의 저급하고 개연성없는 껴넣기 우겨넣기식 필요없는 내용들...아니 도대체 스토리가 항상 왜 이따구임? 주인공은 파괴의 신인 마냥 어딜가나 재앙을 끌고옴 엄청난 기술력을 갖고있는 지구에서 고작 저 나비족들 하나를 점령 못한다고? 일부로 져주는 듯한 느낌에 진부하고 뻔한 스토리 반전없는 그저 그런 시간떼우기 제발 이럴거면 3은 나오지 마시길",1
영웅,너무 감동적인 영화다노래 하나하나가 다 감동과 울림이 있다...뮤지컬을 좋아하지 뮤지컬영화는 안좋아 하는데...영웅은 원작뮤지컬을 최대한살려 잘 만들어 주신거 같다... 무대에서 듣는 노래가 보통 더 감동적이기 마련인데 나문희선생님의 노래도 재판장에서의 변론도 너무나 감동감동...신파가 아님에도 노래의 울림인지 스토리때문인지 알수 없으나... 눈물이 꾀 흘렀다...,10
곡성(哭聲),서서히 쪼여오는 스릴과 공포 관객들을 공포에서 헤어나지 못하게 만든다 내용이 난해한게 흠이지만 그 밖에 모든게 완벽한 작품,9
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",제 인생영화입니다 눈물이 줄줄 흘러내리는 영화,10
신들의 분노,세상에 나오지 말았어야 했어 ,1
아바타: 물의 길,"3D 보고왔는데, 3시간이 넘었지만 시간이 엄청 빨리 지나갔어요. 너무 재미있었어요.",10
올빼미,몰입해서 잘봤습니다. 정말 재밌었어요. 연기도 연출도 훌륭하고 역사 안을 채워 넣은 상상력도 볼만했어요. 다만 클라이맥스때 살짝 무리한 감이 있긴하네요.. 그것만 매끄러웠으면 정말로 최고였을듯.  ,10
아바타: 물의 길,와~이런걸 만들었다는 것에 놀랄뿐입니다,10
아바타: 물의 길,와~이런걸 만들었다는 것에 놀랄뿐입니다,10
영웅,안중근의사님 감사합니다,10
몬태나,증오와 증오와 핏물의 원한들,8
영웅,배우들의 연기와 노래가 정말 감동적이었고 역사적 사실을 알고 있어도 배우들의 완벽한 연기를 보면 저절로 눈물이 나온다. 두 번 세 번 더 보고 싶다.,10
콜롬비아나,킬링타임용으로 넘 좋네요,8
영웅,한국인 필수영화! 안중근의사 존경합니다!,10
아바타: 물의 길,스토리는 평범하고 흔할수는 있어도 눈은 너무 즐거웠습니다 영상미 하나만으로 볼 명분은 충분해요,9
영웅,너무 재미있었습니다. 뮤지컬도 예약해 뒀으니 정성화 배우님..또 만나요~,10
핵소 고지,10점 최고의 영화,10
아바타: 물의 길,13년만에 다시 나온 이유가있다!,8
영웅,사실적 스토리 전개에 연기력이 뛰어나끝날때까지 몰입도가 최고였다^^,10
박서방,크리스마스에 티비에서 하길래 봤어요...그 옛날 서울 분위기도 아버지의 사랑도 너무 감동ㅜㅠ,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",와....슌스케개잘생김,10
20세기 소녀,뻔한 스토리지만 좋은 연출과 연기 덕분에 재밌게 감상했다. 각 배역들의 캐릭터 설정이 잘되있어서 더 몰입하며 봤다,10
아바타: 물의 길,3시간이라 오줌참기 개힘든거 빼곤 너무 재밋게봄,9
영웅,너무 슬프다 압도적인 김고은,10
영웅,당연했던 것에 감사함을 느끼게 해주는 영화,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",너무 재밌었어요ㅠㅠ소설을 먼저 봐서 내용을 알고 있기에 재미 없을까봐 걱정했는데오히려 영화 속 장면이 소설에서 어떻게 표현 됐었나 대비하며 보게 되어서 더 재밌었어요!!! ,10
머니볼,영화의 가장 큰 장점 중 하나는 우리가 평소에 경험하기 힘든 분야도 간접적으로 체험할 수 있게 해준다는 것이다. 스포츠 팬이라면 누구나 흥미롭게 볼 수 있는 영화,8
버드맨,예전에 보다가 재미 없어서 쟁여놓다 이제야 다시 봤는데 두고 첫 장면 부터 꽃가게에서 동양인 한테 입 닥치라고 하면서 가게 안에서 역겨운 김치 냄새 난다로 뜬금 없는 비하로 시작함 그 뒤로 대부분이 연극 내용이고 포르노 연기가 섞여 있으니 청소년은 시청 못하게 하시고요 연기에 관심 있으시면 보시던지 전 연기 전공자도 아니고 일반 관객이라 아무런 재미도 못 느꼈습니다 그냥 아무 내용도 없는 그저 연극 배우에 대한 얘기인 듯 초반에 재미 없어서 중간은 넘겨 버리고 엔딩 장면만 봤는데 뭐 감동이나 재미 화려함? 아무런 감정 자체를 못 느낌 감상 포인트 선택 할게 없어서 아무거나 선택함 제작한 수고가 있으니 3점이라도 줍니다,3
셰이프 오브 워터: 사랑의 모양,늙은 아줌마의 토악질 나오는 이상성욕 판타지,1
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",너무 슬퍼서 눈물 광광ㅜㅜㅜ 슬펐어용,10
아바타: 물의 길,자식있는 엄마 아빠는 마지막에 눈물콧물 ㅜㅜ,8
늑대사냥,이영화는 감독이 어떻게찍을지 당일날생각하고 만든영화인것 같음,1
영웅,"배우들 연기  정말 좋고,노래도 정말 잘하네요♡ 김고은 배우 연기 너무 잘해서 소름끼쳤어요",10
영웅,연출이 너무 멋있었습니다,10
영웅,연기연출 최악나문희 김고은 케리로 1점올려서 2점줌,2
영웅,내가 장담한다 천만간다..와이프 시작하자마자 2시간동안 울었음 끝날때 극장에서 기립 박수쳤다 ,10
영웅,영화를 보고 난 후에도 계속 귓가에 맴도는 노래와 대사 잊을 수 없을 것 같습니다.,10
영웅,너무 가슴 아프고 조마리아 여사 입장에서 생각했을때 눈물이 났습니다.몇 십년 만에 극장에서 눈물이 났네요.,10
영웅,대한독립만세,10
영웅,뮤지컬의 감동이 너무 크네요. 가슴을 파고드는 아픈 역사 감동!!,10
아바타: 물의 길,그냥 쩜 왜 다들 아바타 아바타 거리는지 알겠음,10
내안의 그놈,너무 재밋어요!! 배우들 연기두 잘하고 너무 웃겨요ㅋㅋ,10
올빼미,근래 본 영화중에 .최고 최고 ,10
영웅,뮤지컬은 뮤지컬로만....노래가 몰입하는 중간 산통을 다 깨버리네.이런 영화는 절대 안 보리라 ,1
영웅,또보러 갈껍니다 ..!!!! ,10
영웅,아무생각 없이 보다 소름이 많은 생각을 하게된 영화,10
영웅,배우들 연기가 다 좋았어요. 뮤지컬의 감동이 그대로 느껴졌어요. 강추합니다.,10
영웅,김고은 나문희 배우님이 다하셨네..감동!,10
리멤버,슬프고 통쾌하고 재미있는 영화입니다.,10
아바타: 물의 길,보면서 와 어떻게 만든거냐 라는 소리가 절로 나옴,8
영웅,감동입니다. 오랜만에 좋은 영화 봤습니다. 이건 국뽕 아닙니다.,10
영웅, 누구나다알고있는 내용이라 별기대없이 관람을 했는데 감동슬픔 웃음 재미까지 너무잼나게 잘보고 강추하고싶은 영화입니다많은 사람들이 같이 보고 공감했으면 좋겠네요  적극적으로 강추입니다~~,10
아바타: 물의 길,진짜 재밌네요....,10
아바타: 물의 길,"진짜 정신없이 본 영화였다 눈이 너무 즐거움 3D보길 잘했다는 생각이 든다.3,4,5편이 더욱 기대된다 2가 많이 흥행했으면 좋겠는데5,60대 부모님들이 보시기에 영화가 조금 길긴한것 같다.그래도 영화관에서 다들 화장실 거의 안가고 잘 보셨다. 3시간 영화라 부담느끼지마시구 시작 30분 전부터 물안마시고 영화볼떄 뭐 안마시면 화장실 갈 걱정은 안해도됨!",10
아바타,난 이걸 원했지만... 2편에서 매우 실망하였다,10
노팅 힐,클래식 멜로 영화의 정석,10
영웅,너무 감동적입니다. 영화보고나서도 ost가 맴돌아요,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",진짜 스토리 너무 좋고 개 슬퍼요 진짜 영화관에서 저랑 앞뒤 옆 대각선에 있는 사람들 다 울고 훌쩍훌쩍 거렸어요 진짜 너무 슬퍼요,10
영웅,"뮤지컬보고감동그자체였던기억으로관람했습니다역시나최고♡입니다과거가있기에현재가있는것이지요,,",10
아바타: 물의 길,"인간에게 던지는 메세지가 분명한 영화, 가족을 다시 보게 하는 영화",10
초속5센티미터,"연출, 연기, 스토리, 영상미, OST 모두 빠지지 않는 애니메이션 영화",10
영웅,윤제균 한대 때리고 싶음 영화로 만드니까 조잡하고 우스워짐 뮤지컬 반감생길까 두렵다 ,8
영웅,그도 위인이기 전에 누군가의 아버지이자 아들이었고 남편이었다. 그 사실만으로 너무나 감사합니다...,10
아바타: 물의 길,진짜꼭보셈 두번보셈 3D로 무조건 ㄱ ㄱ ,10
영웅,보는내내 울었어요..,10
영웅,"재미적인 요소가 아쉽긴 했지만, 9점을 받기에 충분한 작품",9
아바타: 물의 길,가족애가 느껴지고 영상이 화려해요,10
카터,멀미가 나서 머리가 아픈지 하도 재미없는 것을 참고 보느라 그런 것인지 헷갈릴 정도였습니다. ,1
아바타: 물의 길,진짜 너무 재밌음 인생 영화,10
아바타: 물의 길,미친cg임눈이 즐거운영화스토리는 무난하고 재밌음,10
불릿 트레인,다 좋은데 말도 안되는 억지 고구마가..,6
아바타: 물의 길,재미없어요 시간만 길어요ㅠ,1
아바타: 물의 길,아바타2  보고 느낌. 무자식이 상팔자. 이거보면 출산율 더 나락 갈듯 . ㅋㅋㅋ,6
영웅,잊고 있던 역사를 감동깊게 보여주었네요,10
러브레터,겨울마다 떠오르는 아름다운 영화,10
올빼미,보셈 재밌음 연기잘함 스토리좋음,10
브이 포 벤데타,이건 인정입니다...,10
영웅,뮤지컬영화라서 어쩔수없지만 노래때문에 가끔 집중력을 깨버림 그래도 재미있었어요,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",상여자도 울게 만드는 영화 .. ,10
영웅,배우들 연기와 노래가 너무 뛰어났습니다.영화구성은 조금 아쉬웠습니다,10
영웅,몰입해서 보다보니 2번 울었습니다ㅠㅠ잘봤습니당,10
영웅,정말 재미있게 봤습니다.추천합니다.,10
아바타: 물의 길,레전드자나~~~~!,10
영웅,나문희님 노래할때 엉엉 울고 정성화님 나올때마다 압도 당함!  ,9
패터슨,평범해도 나에겐 특별한,7
나이브스 아웃: 글래스 어니언,돈많이들여서 영상미도 좋은데 스토리도 재밌음 시리즈 계속 나오면 좋겠다!,10
불릿 트레인,와. 재미있어서 계속보다가 카버 얼굴보고 이 영화의 장르를 알았네. ㅋㅋ. 후속편 완전 기대. ㅎㅎ,9
아바타: 물의 길,영상미 ost 너무좋습니다.스토리는 노멀,10
영웅,모든 분들 정말 감사합니다!!,10
나이브스 아웃: 글래스 어니언,1편이 정통 추리극을 뒤집은 명작이라면 2편은 미스터리가 첨가된 드라마. 1편에 비해서 복잡한 이야기를 하느라 시작이 좀 늦어지는게 아쉽지만 충분히 흥미롭고 재미있다. 1편같이 대단한 반전이나 흥미로운 추리는 좀 덜어내고 다양한 인물들과 색다른 이야기를 넣었다. 그리고 전편같은 이야기 비틀기로 영화 중반에 이야기를 다시 풀어주며 관객들에게 본격적으로 추리할 시간을 준다. 시작은 느리지만 힘있게 밀고나가는 영화.,9
듄,괜찮게 봤습니다,8
영웅,온 국민이 봐야할 영화입니다 망설이지 말고 무조건 보세요,10
영웅,정말 대단한 영웅들,10
영웅,"국뽕 제외하고 보더라도 꽤 준수한 영화입니다. 나름 빠른 전개, 들을수록 좋은 ost, 억지없는자연스러운눈물.. 꼭 보시길 바랍니다. ",10
에브리씽 에브리웨어 올 앳 원스,B급인척하는 A급...,9
영웅,더 많은 사람들이 봤으면 좋겠어요  배우 한분 한분 연기에 넘 빠져서 봤네요  오십 넘은 아저씬데 첨 부터 계속 눈물이… 끝나고 나니 몸에 힘을 너무 줘서 땀도 엄청 흘렸네요,10
영웅,꼭 보세요... 여운이.. 오래가는 영화네요..,10
아바타: 물의 길,스토리는 평범할 수 있으나 영상미가 정ㅇ말 좋아요,10
피그,뭔가 주제가 애매하고 내내 조용히 흘러가는 듯한 저예산 영화.,5
올빼미,시간이 어찌 가는지 모를정도로 쉴틈이 없음 연기도 다들 굳완전추천^^,10
영웅,역대급 영화입니다 감동과 웃음까지 꼭 보세요,10
블랙 아담,괜찮게 봤습니다,6
영웅,동명의 뮤지컬 원작을 영화로 옮김에 있어서영화라는 표현양식에 맞게 연출하려는 고민이적다고 느껴짐. 극과 노래가 따로 논다는 느낌,6
나이브스 아웃: 글래스 어니언,한국만 평점 낮음ㅋㅋㅋ,10
불릿 트레인,"어설픈 킬빌 짝퉁인가 코미디라는데 어디서 웃어야 할지도 모르겠고, 스토리도 뻔하고, 뱀이 누구를 언제 무나 까지만 조금 기대했다.",1
올빼미,연기 연출 빠지는 게 없네요,10
탑건: 매버릭,올해 최고의 영화,10
영웅,너무 감동받았어여ㅜㅠ 특히 나문희 배우가 노래 불렀을 때  진짜 슬펐어요 ㅜ강추드립니당!,10
영웅,뮤지컬이..생소한사람인지라..!!!!뮤지컬영화?!!아직은..?!!얼마전..인생은아름다워란영화를봤지만..?!!암튼..개인적으로..영화는영화적으로..뮤지컬은..뮤지컬답게..섞어찌개는..이것도저것도아닌..모호하네요??!!!ㅋㅋㅋ,8
영웅,꼭 보세요 감동입니다..,10
헤어질 결심,사랑도 헤어짐도 너무 힘들다...,8
카사블랑카,낭만 ㄹㅇ...,7
영웅,아는 내용임에도 감동과 복받치는 눈물이 흐르네요 특히 나문희선생님의 노래와 진심어린 연기가 정말 숙연해지는 영화입니다  한국인 이라면 꼭 봐야하는 뮤지컬 입니다 ,10
브이 포 벤데타,과거의 영광인가 명작에서 강등,8
영웅,마지막 장면이 끝나고도 눈물이 계속 흘렀습니다.. ㅠㅠㅠ,10
원더풀 라이프,인생을 더 의미있게 살아가야겠다는 생각이 들었다.,10
엑소시스트: 디렉터스 컷,이거다... ㄹㅇ,10
아바타: 물의 길,아바타이타닉 2022,10
올빼미,관상 이후로 최고. 대종상감,10
유치원에 간 사나이,가족들과 보기 좋은 훈훈한 영화,10
블랙 팬서: 와칸다 포에버,괜찮게 봤습니다,6
영웅,보는내내  배우님들  목소리에  울림이  감동이예네요.지금을 있게해주신 이름모를 그분들의 용기 잊지않겠습니다.영웅 다시 일깨워 주는 영화 최고였네요.,8
아바타: 물의 길,"영상미는 정말 cg와 실사를 구분하기 힘들 정도로 훌륭합니다.근데 마지막에 다같이 싸우러 갔는데, 왜 나비족 사람들만 싸우는지??? 난 물속에서 지낼수있는 그들이 구하러 올지 알았는데…",9
아바타: 물의 길,압도적인 영상이지만 자루한 전개와 스토리,8
영웅,편지신이 슬픈영화...,10
코르사주,달라야 한다는 강박증으로 밋밋해져 버린,6
동감,괜찮게 봤습니다,7
자백,영화 극초반 김윤진 배우의 톤과 대사가 &amp;#39;~어요&amp;#39;로 너무 일정한게 나도 모르게 장수원의 로봇 연기를 떠오르게 만들어 집중력을 흐리게 만들었다.,8
영웅,오랜안에 좋은 영화를 봄. 적극 추천,10
아바타: 물의 길,3D로 보세요 너무 재밌어요 !!,10
영웅,"평점이 왜이리낮은걸까..정성화야.. 이미 알려진뮤지컬배우라,, 훌륭했다그리고 김고은의재발견이다..조우진도..연기도 노래도 이렇게잘했나..싶다.만족하는 뮤지컬영화다",10
영웅,정성화 김고은 노래가 이 영화의 절정인듯,10
아바타: 물의 길,"연출제외하고 말하자면 아니 도대체 왜 마지막에 바다를 고향으로 삼는거임 다끝났으면 그렇게 그리워하던 고향 돌아가야지.. 악당까지 너무 3을 준비하는 게 티나는 결말. 보면서 엥스러운게 많았음 1만큼의 감동은 전혀 볼 수 없음, cg에 돈쓴만큼 당연히 스토리도 탄탄하게 준비했을거라 생각한 내 기대를 와장창 부숨",7
영웅,확실히 뮤지컬 영화의 감동 재미요소가 있다.,8
영웅,너무 감동적이고 꼭 봐야하는 영화에요,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도","하 진짜 너무 재밌어요 제 인생 영화,,영화 후반부에는 영화관에서 다 우는 소리 났음",10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",중간에 전개가 너무 빨라서 아쉬웠음,8
아바타: 물의 길,너~~~무 뻔한 내용ㅠ미국스런 대사ㅠ그 기술로 이런 저급한 싸움?영상미 하나로 보는 영화2022년 현재 그래픽은 어디에 있는지 확인!,6
바울,주님의 사랑 너무나 감사하며 주가 빌려주신 몸과 영혼 주님을 위해 쓰다 가게 주님 인도하여주시옵소서,10
올빼미,보이는 것 그대로를 말할 수 있다면,9
지옥의 화원,요런 병맛코미디 액션 좋앙 재미 있었음  ㅎㅎ 나가노 메이 이쁘당,10
영웅,"뮤지컬로 두번 봤는데, 영화로 다시 봐도 너무 좋았습니다. 안중근의사와 독립을 위해 희생된 모든분들께 감사하며 살아야겠다는 생각이듭니다. 많은것을 생각하게 해주는 소중한 영화입니다. 많이들보시면 좋을것같아요ㅠ",10
아바타: 물의 길,스토리는 그냥 저냥 평범다만 아바타1 (산이 배경)보다 아바타2가 (바다가 배경이다 보니) 영상미가 훨씬 예쁘고 풍부한 느낌이었다. 다만 10년 전이야 이런 그래픽이 파격적이었기 때문에 희소성이 있었지만 지금은 흔한 그래픽(?)이기 때문에 그때만큼 감흥이 없음. 연말에 그런대로 볼 만하다. ,10
영웅,안중근. 그 이름 세 글자가 모두 말해줍니다.,8
영웅,그냥 최고에요 역사를 잊지맙시다,10
아바타: 물의 길,대박 이건 영화가 아니야 이건 실제야,10
아바타: 물의 길,개인적인생각임을..미리밝힙니다!!!3편을위한..전초전의색깔이..강함!!예상컨데..3편은개봉할것이며..판도라행성을두고..원주인(나비족외다수종족)과하늘사람들(지구를잃어가는지구인들)의최후의전쟁이..예상됨!!!!따라서..평점도..딱중간만?!!ㅋㅋㅋ,5
아바타: 물의 길,대작일세 ㄷㄷㅋㅋ....,10
양자경의 더 모든 날 모든 순간,"딸가진 엄마라서 감동포인트가 높을수밖에없는 영화네요. 제가 아빠였다면 이 정도는 아니었을거같긴해요. 왜냐하면..부모로써 어른으로써 열심히 살다보면 그렇게살수도있지 뭘 저렇게까지?라는 지점이 있어서. 애초에 극본이 좋았을것같고,연출을 많이들 칭찬하는데.. 아무리 맥시멀개성파 연출이라지만..다정하고 심플한 주제에 맞게 연출도 좀 심플하고 다정했으면 좋지않았을까싶고. 아무래도 같은 아시아인이여선지 표정이 금방 와닿으니까 연기부분에서 제일 좋았다고 생각듭니다. 양자경도, 콴도 인생을 표현하는 배우가 된지 오래니깐. 서양배우에겐 아시아틱 신파가 안어울렸을거같고 원안대로 성룡이 딸or아들 이랑 콤비했다면 되려 신파적으로는 반감됐을것 같네요. 간만에 대작까진 아니어도 재미는 있었지만, 연출적으로 코믹면에선 가디언스갤럭시를 봤을때만한 신선함까진 아니었다 정도.",8
영웅,영화  영웅 보믄서 눈물 흘리면서 봤음 너무 슬펏어요,10
영웅,안중근의사 유해 꼭 대한민국으로 돌아오길 기원합니다.가슴 먹먹한 영웅 다시금 더 열심히 살고픈 삶의 의욕을 주내요연기자분들 연기력 가창력 연출 최고 였습니다.,10
영웅,우리가 당연히 누리고 있는 이 자유가 진정한 영웅들의 숭고한 희생에 의한 자유였음을 잊고 있었습니다. 대한독립을 위해 목숨 바친 애국자들을 위해 잠시나마 눈물을 흘리며 묵념의 시간을 갖게 해준 영화....잘 봤습니다. 오랜 시간 가슴에 남을 것 같습니다.,10
아바타: 물의 길,그래픽은 굳~~ 감동 살짝~~스토리는 글쎄요 ㅜ.ㅠ,8
영웅,남녀노소 대한민국 국민이라면 무조건 봐야하는 영화. 지금 이 나라에서 우리가 이렇게 살 수 있는 이유를 또 앞으로 이 나라를 어떻게 이끌고 살아가야하는지를 다시한번 깨닫게 해주는.,10
영웅,"뮤지컬적 요소와 연기가 스무스하게 연결되지 않고 어색하게 이어짐의 연속.관객들이 스토리에 몰입할수있도록 도와주지 않고 부분부분에 가벼운 조크가 난무...연기와 노래 그리고 배우.. 따로따로보면 다들 잘하는데 ... 관객이  부드럽게 빠져들게 하는게 좀 부족한것 같음. 왜 우리나라 영화는 레미제라블, 라라랜드처럼 연기와 노래를 보고 관객이 부드럽게 빠져들지 못하는가..  안타까움..",4
영웅,뮤지컬 못지않은 감동을 주네요 올해 최고의 영화,10
영웅,한편의 뮤지컬같은 영화. 중간중간 박수칠뻔. 조마리아님의 편지글에서 눈물이 펑펑.  누구나 아는거지만 아무나 할 수 없었던 우리의 역사우리 후세들이 길이길이 기억하고 새겼으면 좋겠다. 배우님들 명연기. 끝나도 끝나지 않은 여운과 감동 기립해서 박수를 보낸다.여기저기 부은 눈들을 닦으며 나오시는분들모두들 나와같은 감동을 받으신듯.추천합니다.,10
아바타: 물의 길,물속에 있는 느낌 대단한 영상미 ,10
영웅,너무너무.감동적이며 그시대의.아픔에 눈물이 펑펑. .독립운동가들의 그.고통과.헌신으로 지금의.독립된 나라에서 편히.살고있는게 아닐까요?안타까운건 안중근 의사의.시신이.아직도 한국으로 돌아오지.못한채 일본에서 어느곳에 두었는지도 모른다고 한다. .암울하고 처절한 그시대의 영웅들에게 가슴속 깊은곳에서부터.박수갈채 를 보낸다,10
아바타: 물의 길,2022년 최고의 영화를 고르라면 탑건2와 아바타2 뭘 고를지 고민이될 정도임. 런닝타임은 길지만 3시간 내내 너무 만족스러웠던 영화. 꼭 3D로 보세요~,10
영웅,지금 현실에 더 가슴아픈 영화입니다.,8
나 홀로 집에,크리스마스 때 보기 재밌는 이유,8
탄생,너무 지루해서 참다참다 후반에 나갔어요...,2
폴라 익스프레스,동심을 아직까지도 지켜주는 영화. 매년 크리스마스 때마다 찾아 보는 영화. ,10
영웅,영화관에서 눈치 보며 눈물 뚝뚝 흘렸네요..ㅠㅠ,10
아바타: 물의 길,재밌긴 한데 너무 길어요... 등에 욕창생길뻔..ㅠ,8
영웅,보면서 눈물이 안 멈췄다..,10
영웅,말이 필요없다 여운이 가시질않는다,10
영웅,인생영화예요 최근들어 제일 재밌고 감명깊게 본 영화네요 또 보고싶을정도예요,10
아바타: 물의 길,다 좋은데 스토리가 겁나 발암걸릴것 같다…ㅠ 마지막 전투씬에 나비족은 다 도망감…?,7
올빼미,모든 배우가 한 분도 빠짐없이 연기력 장난아님,10
아바타: 물의 길,"단 1초도 딴짓을 할 수 없게 만든 영화정말 스토리도 영상도 최고였다.울컥울컥한 씬들도 제법있었고,강추다 강추 인생영화 등극",10
영웅,보는 내내 가슴 속 무언가가 울컥했다.잊지말자.,10
불도저에 탄 소녀,그놈의 돈과 권력이 뭐라고.. 파란만장한 소녀의 인생이야기.. 너무 불쌍하고 안타깝다..ㅠ ,9
영웅,눈물콧물 다 흘림.. 또 볼 듯,10
나이브스 아웃: 글래스 어니언,미국 사람들은 이런거 좋아하나부다. 그나마 볼건 매들린  클라인의 비키니샷뿐. 그냥 순서를 뒤섞지 말았으면 했어. ,5
극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,"가족애는 상당히 좋았음. 그러나 조력자,빌런의 임팩트가 너무 약했음8점짜리가 빈약한 임팩트덕에 6점되어버림",6
영웅,영화끝나고 집에오는동안 아무말도 못했다 계속 복받쳐 눈물만 주륵주륵 흐를뿐…,10
영웅,"정말 명배우들과 특히 나문희 선생님의 마지막에 나오는 사랑하는 내 아들, 도마 라는 곡은 정말 너무 서글프고, 그때의 어머니의 마음을 떠올리게 해주는 울음 포인트라고 생각합니다. 뮤지컬 원작 영화 답게 노래들이 하나하나가 다 좋네요.. 꼭 보세요",10
아바타: 물의 길,최고! 너무 재밌다!!,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",10점으로도 부족하다. 이 겨울의 인생영화,10
아바타: 물의 길,체고인데 왜 8.8이지?? 넘 재밋다,10
아바타: 물의 길,난 울었다..영화 시각적인 자극 그 이상의 것을 준다..,10
영웅,너무재밌게봤습니다...,10
영웅,주제 자체가 워낙 유명한 의사 전기라 스토리는 어쩔수 없으나 울림은 있음 영화관에서는 보기 살짝 아쉬워욤 연출이나 카메라 구도나 어쩔수없이 오글거리는 부분이 있음 안중근의사 영화라 함부로 평가는 어려우나...ㅠㅠ,7
영웅,눈물버튼이 너무 많았어요손수건 챙겨가세요…안중근 짱노재팬.. 일본여행 안갈거야….,10
영웅,안중근의사 재판장에서 마지막 자신의 변론할때대사 하나하나 누가 죄인이란 말이냐고하는부분 뮤지컬영화답게 가장 잘 살린 대목중한부분인듯 합니다. 최고최고 입니다.감명깊게 잘봤습니다.  또 보고싶습니다. 김고은 정성화배우님 연기 노래 너무 잘 봤습니다.윤제균감독님 좋은영화만들어주셔서 감사드립니다. ,10
플라이트,거짓말 어케 참았노..,10
영웅,끝까지 뮤지컬로 가던가.. 아니면 처음부터 진지하게 가던가.. 노래했다.. 말았다 연기했다가 갑자기 노래했다 하니까 뭔생각에 뭔 목적을 표현하려고 한 것인지 알수가 없잖아.. 보는 내내 영화가 머릿속에 안들어와서 내내 웹툰만 봄.. 재미 대가리가 없어,1
리멤버,이성민배우의 신들린연기 최곱니다 믿고보는배우일제의 만행은 현재진행형,10
아바타: 물의 길,1보다는 못한감이 있지만 좋다,10
영웅,피곤했는데 졸린거 없이 집중하고 봤어요 보다가 많이 울었네요 무대인사까지 보고 너무 좋았어요 기억에 남는 크리스마스가 될것같아요,10
아바타: 물의 길,자다가 왔슴. 영상만 3시간 보기엔!,4
원피스 필름 레드,처음엔 정말 디자인 별로라고 생각했는데 다 보고 나니 우타의 인기가 납득이 가게 되었다.,8
"오늘 밤, 세계에서 이 사랑이 사라진다 해도","진짜ㅠㅠㅠ대사 하나하나가 다 너무 좋고 영화관에서 펑펑 울었습니다 진ㄴ짜 당분간 책으로도 볼 예정 입니당,,",10
아바타: 물의 길,13년을 기다렸는데... 너무 기대가 컸나봄 1편을 극장에서 3번 봤지만 2편은 1번만으로 족함,8
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",영화관에서 펑펑 울었다,10
영웅,감동 최대치 아들도 신랑도 저도 눈물 줄줄 ㅠㅠ,10
롱 리브 더 킹: 목포 영웅,속시원해지는 영화. 재밌게 봤구요. 김래원배우님 멋져요,10
나이브스 아웃: 글래스 어니언,유치한 추리극의 말로. 엔딩 씬에서 모든걸 시원하게 터트려 보았지만 터진건 영화의 결말이였다,5
나이브스 아웃: 글래스 어니언,그냥 보셈 두번 보셈 세번 보셈,10
살인의뢰,마음이 참 복잡해지는 내용입니다. 그리고 동시에 배우들이 연기를 너무 잘하셔서 몰입해서봣어요,10
데이 시프트,"중반 추격 액션까지는 킬링타임용으로 재밌게 봤습니다. 그런데 중반 이후 갑작스러운 전개, 이해 되지 않는 인물들의 행동, 다른 각본가가 투입된 것처럼 유치해진 대사들에 조금 보기 힘들었네요. 마지막은 무슨 던전 RPG인줄..그나마 액션 연기, 중반까지의 흥미진진함, 매력 있는 캐릭터들로 망작은 면한 것 같습니다. ",6
